op_index,task_name,task_args,trial,costs,all_cost,best_cost,best_all_cost,cmp
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1963,0.02491594715,2.81215238571167,0.0014948679999999999,1.4520719051361084,0.5675388312357131
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1964,0.007824516850000001,1.2175958156585693,0.0014948679999999999,1.4520719051361084,0.7455739333183877
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1965,0.058489361899999995,4.714317083358765,0.0014948679999999999,1.4520719051361084,0.43637161400238955
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1966,0.00909685335,1.6962623596191406,0.0014948679999999999,1.4520719051361084,0.7224148304365955
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1967,0.0114742176,1.7916250228881836,0.0014948679999999999,1.4520719051361084,0.6867271438391543
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1969,0.0047667716875,1.288588047027588,0.0014948679999999999,1.4520719051361084,0.821751959691287
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1970,0.004693379636363636,1.4363644123077393,0.0014948679999999999,1.4520719051361084,0.8241369930548347
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1972,0.0103943062,1.3154728412628174,0.0014948679999999999,1.4520719051361084,0.7019206097604044
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1973,0.00907533845,1.2842373847961426,0.0014948679999999999,1.4520719051361084,0.7227788016414195
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1974,0.014021822549999998,1.9204466342926025,0.0014948679999999999,1.4520719051361084,0.6559062077976383
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1975,0.0183536814,2.1091256141662598,0.0014948679999999999,1.4520719051361084,0.6145248672451269
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1976,0.0074327374375,1.6614553928375244,0.0014948679999999999,1.4520719051361084,0.7534697218934182
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1977,0.004744981060606061,1.4248242378234863,0.0014948679999999999,1.4520719051361084,0.8224562386854842
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1978,0.0115249267,1.8516654968261719,0.0014948679999999999,1.4520719051361084,0.6860493310924296
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1979,0.0101568448,1.3555476665496826,0.0014948679999999999,1.4520719051361084,0.7054729209663703
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1980,0.00947167795,1.3193233013153076,0.0014948679999999999,1.4520719051361084,0.716208365101099
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",1981,0.00884490005,1.2401466369628906,0.0014948679999999999,1.4520719051361084,0.7267321930014896
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2001,0.01498457,1.7668023109436035,0.0014948679999999999,1.4520719051361084,0.6456988576126765
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2002,0.01420829215,1.5813493728637695,0.0014948679999999999,1.4520719051361084,0.6538755510607588
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2003,0.01504613675,1.641369104385376,0.0014948679999999999,1.4520719051361084,0.6450686029208729
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2004,0.030586865999999997,2.617706775665283,0.0014948679999999999,1.4520719051361084,0.536018455665066
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2005,0.01621190525,1.7412102222442627,0.0014948679999999999,1.4520719051361084,0.6335979846671884
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2006,0.018334799300000003,1.9351961612701416,0.0014948679999999999,1.4520719051361084,0.6146830850692144
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2007,0.0035496890444444446,1.551955223083496,0.0014948679999999999,1.4520719051361084,0.8670673734079399
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2008,0.0155075125,1.6106009483337402,0.0014948679999999999,1.4520719051361084,0.6404260218931531
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2009,0.00673231875,1.8734126091003418,0.0014948679999999999,1.4520719051361084,0.7686832013452538
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2010,0.012970152600000001,1.6442768573760986,0.0014948679999999999,1.4520719051361084,0.6678901445844581
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2011,0.00417174927027027,1.6019065380096436,0.0014948679999999999,1.4520719051361084,0.8422468315069921
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2012,0.016360467,2.0975582599639893,0.0014948679999999999,1.4520719051361084,0.632195831581308
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2013,0.01137683035,1.4793686866760254,0.0014948679999999999,1.4520719051361084,0.6880373312247661
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2014,0.01624507765,1.8053505420684814,0.0014948679999999999,1.4520719051361084,0.6332837864607802
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2015,0.011533536399999999,2.1610777378082275,0.0014948679999999999,1.4520719051361084,0.685934544150613
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2016,0.0178761421,2.264822006225586,0.0014948679999999999,1.4520719051361084,0.6185771790635171
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2017,0.04368279015,3.8154776096343994,0.0014948679999999999,1.4520719051361084,0.48123840835644616
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2018,0.0371653301,3.473550796508789,0.0014948679999999999,1.4520719051361084,0.5060746957492744
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2019,0.021961462850000002,2.588175058364868,0.0014948679999999999,1.4520719051361084,0.5869400456377478
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2021,0.026190027099999996,2.9368035793304443,0.0014948679999999999,1.4520719051361084,0.5598731666881291
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2022,0.0153921854,2.5502820014953613,0.0014948679999999999,1.4520719051361084,0.6415734195485308
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2023,0.0061369086250000005,1.6008248329162598,0.0014948679999999999,1.4520719051361084,0.7829166031857727
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2024,0.01650468525,1.7760980129241943,0.0014948679999999999,1.4520719051361084,0.6308467998534534
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2025,0.039957901700000006,3.3782711029052734,0.0014948679999999999,1.4520719051361084,0.4949383216775453
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2026,0.0387071555,3.079312324523926,0.0014948679999999999,1.4520719051361084,0.4998266316049465
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2027,0.03872198285,3.0098674297332764,0.0014948679999999999,1.4520719051361084,0.4997677616204221
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2028,0.01439092915,1.8563106060028076,0.0014948679999999999,1.4520719051361084,0.6519123026078549
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2029,0.014804359,1.8753244876861572,0.0014948679999999999,1.4520719051361084,0.647558658749672
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2030,0.021325219200000002,1.9744744300842285,0.0014948679999999999,1.4520719051361084,0.5914589717926472
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2031,0.01868148645,1.8843193054199219,0.0014948679999999999,1.4520719051361084,0.6118037486649687
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2032,0.02465683605,2.2834632396698,0.0014948679999999999,1.4520719051361084,0.5691457039420709
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2033,0.03003977445,2.5460691452026367,0.0014948679999999999,1.4520719051361084,0.538792689705632
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2034,0.0149466924,1.5834004878997803,0.0014948679999999999,1.4520719051361084,0.6460878959983541
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2035,0.018070921,2.1470916271209717,0.0014948679999999999,1.4520719051361084,0.616911399427065
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2036,0.0108872507,1.3333280086517334,0.0014948679999999999,1.4520719051361084,0.6947985252915586
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2037,0.00921550285,1.6080412864685059,0.0014948679999999999,1.4520719051361084,0.7204229532119155
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2038,0.020931003999999996,1.9874866008758545,0.0014948679999999999,1.4520719051361084,0.5943270440664123
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2039,0.007432205375,1.9337482452392578,0.0014948679999999999,1.4520719051361084,0.753480725478647
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2040,0.0132273115,1.7899093627929688,0.0014948679999999999,1.4520719051361084,0.6648723403838425
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2041,0.0321441094,2.8381073474884033,0.0014948679999999999,1.4520719051361084,0.52838539884108
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2042,0.0224663758,2.522786855697632,0.0014948679999999999,1.4520719051361084,0.5834461106013176
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2043,0.04486330145,3.7904903888702393,0.0014948679999999999,1.4520719051361084,0.47713956530419843
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2044,0.004246861756756756,1.414311170578003,0.0014948679999999999,1.4520719051361084,0.8395038806741502
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2045,0.01152644985,1.4863901138305664,0.0014948679999999999,1.4520719051361084,0.686029017786287
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2046,0.00628484921875,1.4747810363769531,0.0014948679999999999,1.4520719051361084,0.7792550981361989
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2047,0.013900224899999999,1.6004090309143066,0.0014948679999999999,1.4520719051361084,0.6572450070773503
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2048,0.00572050546875,1.5092453956604004,0.0014948679999999999,1.4520719051361084,0.7937169438629796
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2049,0.014794178500000001,2.367351531982422,0.0014948679999999999,1.4520719051361084,0.647664397378968
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2050,0.0200272122,2.503256320953369,0.0014948679999999999,1.4520719051361084,0.6011117756269141
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2051,0.018293335,2.1458590030670166,0.0014948679999999999,1.4520719051361084,0.6150310973174405
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2054,0.0097710057,1.8270556926727295,0.0014948679999999999,1.4520719051361084,0.7114259069650809
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2055,0.0127095599,1.4729840755462646,0.0014948679999999999,1.4520719051361084,0.6710099089998703
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2056,0.0191276399,1.8499739170074463,0.0014948679999999999,1.4520719051361084,0.6081759550206713
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2057,0.01226992975,1.4068517684936523,0.0014948679999999999,1.4520719051361084,0.6764209840526706
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2058,0.0188502881,1.8263192176818848,0.0014948679999999999,1.4520719051361084,0.6104210889152708
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2059,0.00909797455,1.2567143440246582,0.0014948679999999999,1.4520719051361084,0.7223958865126685
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2060,0.009108395,1.2535209655761719,0.0014948679999999999,1.4520719051361084,0.7222199329878815
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2061,0.007470636375,1.5767440795898438,0.0014948679999999999,1.4520719051361084,0.7526879533713757
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2081,0.00884113105,1.3816967010498047,0.0014948679999999999,1.4520719051361084,0.7267977064654809
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2082,0.01032335255,1.9738194942474365,0.0014948679999999999,1.4520719051361084,0.7029734696176237
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2083,0.01241095545,1.4247453212738037,0.0014948679999999999,1.4520719051361084,0.6746643671305592
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2084,0.0103502366,1.976332187652588,0.0014948679999999999,1.4520719051361084,0.702573696247325
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2085,0.01548554245,1.6084189414978027,0.0014948679999999999,1.4520719051361084,0.6406439441235904
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2086,0.00640572565625,1.4414942264556885,0.0014948679999999999,1.4520719051361084,0.7763268471806422
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2087,0.00604207346875,1.5518698692321777,0.0014948679999999999,1.4520719051361084,0.7853104808549614
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2088,0.016418332849999998,2.508312940597534,0.0014948679999999999,1.4520719051361084,0.631653125681184
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2089,0.00481882134375,1.3178913593292236,0.0014948679999999999,1.4520719051361084,0.8200826460166467
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2090,0.0029202847962962963,1.400446891784668,0.0014948679999999999,1.4520719051361084,0.8970685017882953
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2091,0.016828372799999998,1.7299273014068604,0.0014948679999999999,1.4520719051361084,0.6278614221024199
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2092,0.0128578193,1.9905178546905518,0.0014948679999999999,1.4520719051361084,0.6692272195392561
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2093,0.0092252813,1.8296546936035156,0.0014948679999999999,1.4520719051361084,0.7202599389960836
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2094,0.0161788115,1.6969611644744873,0.0014948679999999999,1.4520719051361084,0.633912079200751
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2095,0.00914851715,1.7361385822296143,0.0014948679999999999,1.4520719051361084,0.7215443287360548
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2096,0.018255924649999998,2.3108956813812256,0.0014948679999999999,1.4520719051361084,0.6153457621022467
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2097,0.01838838765,2.125675916671753,0.0014948679999999999,1.4520719051361084,0.6142344790118708
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2099,0.01028671245,1.9675419330596924,0.0014948679999999999,1.4520719051361084,0.7035199977849894
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2100,0.0561436376,4.518815040588379,0.0014948679999999999,1.4520719051361084,0.4426632377417144
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2101,0.0043467816285714285,1.5231997966766357,0.0014948679999999999,1.4520719051361084,0.8359292686144212
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2102,0.018098528250000002,2.177149772644043,0.0014948679999999999,1.4520719051361084,0.6166767518143768
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2103,0.01164690875,1.4440288543701172,0.0014948679999999999,1.4520719051361084,0.6844309741796997
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2104,0.0085464161,1.396951675415039,0.0014948679999999999,1.4520719051361084,0.73200893650911
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2105,0.0036485361627906976,1.577300786972046,0.0014948679999999999,1.4520719051361084,0.8628455439368059
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2106,0.010275566449999999,1.9541923999786377,0.0014948679999999999,1.4520719051361084,0.7036866390827989
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2107,0.014845682700000001,2.4318065643310547,0.0014948679999999999,1.4520719051361084,0.6471302000393703
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2108,0.0153143002,2.3392679691314697,0.0014948679999999999,1.4520719051361084,0.6423531788439095
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2109,0.011641704499999999,1.370826244354248,0.0014948679999999999,1.4520719051361084,0.684499673008464
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2110,0.008972239849999999,1.3379456996917725,0.0014948679999999999,1.4520719051361084,0.7245349991674433
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2111,0.004461531823529412,1.3705415725708008,0.0014948679999999999,1.4520719051361084,0.8319241070005327
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2112,0.0074086619375,1.6901862621307373,0.0014948679999999999,1.4520719051361084,0.7539684176213379
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2113,0.0180880337,2.1458449363708496,0.0014948679999999999,1.4520719051361084,0.6167659079658744
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2114,0.0049156064375,1.38517427444458,0.0014948679999999999,1.4520719051361084,0.8170259858154445
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2115,0.016060406699999998,2.2032418251037598,0.0014948679999999999,1.4520719051361084,0.635041151007579
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2116,0.006770746937500001,1.6075940132141113,0.0014948679999999999,1.4520719051361084,0.7678083112564417
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2117,0.03678961275,3.379856824874878,0.0014948679999999999,1.4520719051361084,0.5076365215201908
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2118,0.004528951352941176,1.3963837623596191,0.0014948679999999999,1.4520719051361084,0.8296187105050806
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2119,0.01147742195,1.9432098865509033,0.0014948679999999999,1.4520719051361084,0.6866842237082393
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2120,0.0148584823,2.3731648921966553,0.0014948679999999999,1.4520719051361084,0.6469977311547913
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2121,0.003994526552631579,1.36285400390625,0.0014948679999999999,1.4520719051361084,0.8489194814910145
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2122,0.029086639600000002,3.0261237621307373,0.0014948679999999999,1.4520719051361084,0.5437488487631866
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2123,0.007688374349999999,1.3231329917907715,0.0014948679999999999,1.4520719051361084,0.7482719642750524
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2124,0.02417924805,2.4110448360443115,0.0014948679999999999,1.4520719051361084,0.5721522040378018
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2125,0.004591687939393939,1.4527626037597656,0.0014948679999999999,1.4520719051361084,0.8275040665395249
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2126,0.004012724564102564,1.3957374095916748,0.0014948679999999999,1.4520719051361084,0.848220805150341
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2127,0.004488723294117647,1.5945680141448975,0.0014948679999999999,1.4520719051361084,0.8309901359369145
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2128,0.0280109155,3.0769424438476562,0.0014948679999999999,1.4520719051361084,0.5495413959698882
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2129,0.014056299099999999,1.527224063873291,0.0014948679999999999,1.4520719051361084,0.6555287305577998
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2130,0.0028503457547169805,1.6231491565704346,0.0014948679999999999,1.4520719051361084,0.9007945843639181
3,dense_large_batch.gpu,"(('TENSOR', (128, 768), 'float32'), ('TENSOR', (3072, 768), 'float32'), None, 'float32')",2131,0.0073913453125,1.7145249843597412,0.0014948679999999999,1.4520719051361084,0.7543281142155452
